split,n_train,method,n_cells,wmae_cell_mean,wmae_cell_median,wmae_cell_min,wmae_cell_max,weighted_error_sum,weight_sum,raw_mae,bias,fit_seconds_mean,fit_seconds_median,fit_seconds_sum,coverage80,coverage90,width90,wmae_pooled
chemical_cluster,-1,scalar_ridge,50,0.5826842231272085,0.582783119695736,0.5613052684024571,0.5956360333252987,129305.51044046304,221956.86511208978,0.7565002765528998,0.33156720153683344,0.01792199014023936,0.017359001003569574,0.8960995070119679,0.8021171558228833,0.8985960813798413,3.6158127753973783,0.5825704484299814
chemical_cluster,-1,weighted_mean,50,0.6567477079554961,0.6646418902019255,0.62925615187051,0.6789989470128557,145762.54571994752,221956.86511208978,0.8849873351765569,0.427659103171062,0.004189440560949152,0.0041411989950574934,0.20947202804745757,0.8004444921815562,0.8997924330710775,4.55120856682739,0.6567156444849607
chemical_cluster,25,dual_head,50,0.637139817238552,0.6307772114683211,0.5799610567927519,0.7861080256909784,141419.71214326014,221956.86511208978,0.8405335273527367,0.4376227837320918,0.8894494504010799,0.8577930864994414,44.472472520054,0.8354888429419188,1.0,inf,0.637149529354914
chemical_cluster,25,head_lora,50,0.6381705194967963,0.6245992064849311,0.5860256816110596,0.7852234961557145,141645.0653117588,221956.86511208978,0.855000081757408,0.47780441037322524,0.37567130628034645,0.37753614699613536,18.783565314017324,0.838294934794089,1.0,inf,0.6381648309919454
chemical_cluster,25,head_pretrained,50,0.6343200842172498,0.6239604329131272,0.5771579135402874,0.7826534698900263,140793.55204860916,221956.86511208978,0.840044598615851,0.4438109721344265,0.46102194946011876,0.43347770599939395,23.05109747300594,0.8361171826750088,1.0,inf,0.6343284402467453
chemical_cluster,25,head_random,50,0.625090288279952,0.6166445700140015,0.5762027808458807,0.7648416686764882,138746.64814790414,221956.86511208978,0.8149107114596141,0.3686101102016082,0.45898394464107695,0.45101190300192684,22.949197232053848,0.83746627820592,1.0,inf,0.6251063605436854
chemical_cluster,25,morgan_knn,50,0.7349230271396364,0.6914756627692249,0.598407500205044,1.1068165462869022,163099.26492414626,221956.86511208978,0.9315583343978318,0.3663208573430103,0.018285138720311806,0.01702202249907714,0.9142569360155903,0.8289701762394494,1.0,inf,0.7348241508176825
chemical_cluster,25,morgan_lightgbm,50,0.8319517893962944,0.7803901119273422,0.627348296225678,1.2113405825035304,184805.76183496875,221956.86511208978,0.9481569787597774,0.08342567697859145,0.03933093473940971,0.03801499250039342,1.9665467369704857,0.8098274750946537,1.0,inf,0.8326201658220418
chemical_cluster,25,morgan_ridge,50,0.7069815027068727,0.6590578565723877,0.6113187519596407,1.2217153502410587,156947.84142050287,221956.86511208978,0.9048806819104026,0.33739542287820334,0.018661225980031303,0.018444143499436905,0.9330612990015652,0.8318343581894507,1.0,inf,0.7071096509731434
chemical_cluster,25,native_continuous,50,0.6281891945792168,0.6249984976211377,0.5920253423677274,0.6592760710666775,139400.2716412424,221956.86511208978,0.9149922251561944,0.713037645175738,0.0037310445193725174,0.003102483000475331,0.18655222596862586,0.8254405538698388,1.0,inf,0.628051182696441
chemical_cluster,25,repr_mlp,50,1.923629292633303,1.624151550905531,0.8315325968571143,7.260263731754016,427039.6976420155,221956.86511208978,2.1139381367360324,-0.5492733315637262,0.20630758669962235,0.21212246250070166,10.315379334981117,0.8024461391119107,1.0,inf,1.9239760726768125
chemical_cluster,25,repr_ridge,50,0.6912887712605577,0.6574333439762714,0.5941582836685367,1.0335121959663132,153486.50302382474,221956.86511208978,0.8869573301054036,0.2777136510803133,0.014832937040264369,0.014629085499109351,0.7416468520132184,0.8320790705584347,1.0,inf,0.6915150065140494
