budget,fold,method,n,weight_sum,effective_n,weighted_mae,mae,spearman,bias,weighted_bias,rmse,observed_mean,predicted_mean,observed_sd,predicted_sd,sd_ratio,observed_iqr,predicted_iqr,iqr_ratio,prediction_min,prediction_max,observed_min,observed_max,calibration_slope_descriptive,weighted_mae_floor_005,weighted_mae_floor_020,coverage_80,width_80,coverage_90,width_90
500,2,head_only,669,4365.681885100077,544.0824766056642,0.5875627655441444,0.8533607954045225,0.5046984699047697,0.544422143086546,0.1370318184224493,1.182002347628534,4.213916292974589,4.758338436061135,1.207966604405046,0.44050453648018334,0.36466615457233015,1.7800000000000002,0.4129214286804199,0.231978330719337,2.1016645431518555,5.608927249908447,1.62,6.87,1.4236275839453414,0.5694031078761159,0.6715213392521152,0.7204783258594918,2.1326294708251954,0.8415545590433483,3.6235331726074227
500,2,head_plus_lora,669,4365.681885100077,544.0824766056642,0.5677238094230915,0.8071566714299635,0.5607239337372613,0.48645250058138495,0.11342580583196894,1.1182046878177507,4.213916292974589,4.700368793555974,1.207966604405046,0.5475313070639903,0.45326692399221025,1.7800000000000002,0.5619049072265625,0.3156769141722261,1.6756372451782227,5.716976165771484,1.62,6.87,1.2429147704077486,0.5515326726866832,0.6424844011236808,0.7309417040358744,2.0593376922607423,0.852017937219731,3.460474548339843
100,3,head_only,668,4443.668686479243,558.6124616867144,0.6002490909069239,0.7796359945057394,0.47866975106428744,0.44381557361808366,0.1319496314555015,1.0661784436007375,4.2685104790419155,4.71232605266,1.1251993123021182,0.5127552414448565,0.4557017017685314,1.6624999999999996,0.5250736474990845,0.3158337729317802,2.433015823364258,6.263362407684326,1.62,6.494999999999999,1.1205534797942414,0.6023332312410332,0.6632899862385562,0.7859281437125748,2.4379613113403313,0.812874251497006,2.6821369171142573
100,3,head_plus_lora,668,4443.668686479243,558.6124616867144,0.5933793709045045,0.7628758784825216,0.5282690669785458,0.4248908226504297,0.129390141683763,1.0352345022789893,4.2685104790419155,4.6934013016923455,1.1251993123021182,0.5644626271992681,0.5016556809338938,1.6624999999999996,0.6273577213287354,0.3773580278669086,2.141446590423584,6.4930548667907715,1.62,6.494999999999999,1.0883144725144174,0.5936717896884042,0.6522750059044102,0.812874251497006,2.5241151046752925,0.8248502994011976,2.6018452072143567
500,3,head_only,668,4443.668686479243,558.6124616867144,0.5899578563498898,0.7830738561881515,0.4946689739139924,0.459198837879889,0.13242018563718871,1.074554656354752,4.2685104790419155,4.727709316921805,1.1251993123021182,0.42801573903181495,0.3803910421488881,1.6624999999999996,0.45423877239227295,0.2732263292585101,2.600883722305298,5.698535919189453,1.62,6.494999999999999,1.3795682347371858,0.589008036129566,0.6587231414981846,0.7320359281437125,2.083293685913085,0.9206586826347305,4.062682495117188
500,3,head_plus_lora,668,4443.668686479243,558.6124616867144,0.5738986777043252,0.7510099764926705,0.5410745766401143,0.3991750942875525,0.10898108065368829,1.0303514558939346,4.2685104790419155,4.667685573329469,1.1251993123021182,0.594130799963193,0.5280227187018292,1.6624999999999996,0.5780614614486694,0.34770614222476365,0.9692697525024414,5.770111083984375,1.62,6.494999999999999,1.015296007138723,0.572202695100083,0.6377187795481097,0.7544910179640718,2.0646594238281253,0.9011976047904192,3.5647621536254888
100,4,head_only,669,4385.667432154742,554.2784719107543,0.5901407785809261,0.798480545280582,0.4360200001856104,0.45294464520452987,0.09460559937118396,1.1022365534337344,4.252855007473841,4.705799652678372,1.1265653762605727,0.4361444473912385,0.38714526167929997,1.5100000000000002,0.4528956413269043,0.29993088829596304,2.549198865890503,6.552800178527832,1.66,6.63,1.1817902438509913,0.5805190447466873,0.6520128366153168,0.8340807174887892,2.961122360229492,0.953662182361734,5.275030326843263
100,4,head_plus_lora,669,4385.667432154742,554.2784719107543,0.593839966497587,0.7853497373184638,0.44894519074393685,0.41357554354475223,0.07606697192857122,1.0805188580077398,4.252855007473841,4.6664305510185935,1.1265653762605727,0.5504658305790932,0.48862306811368866,1.5100000000000002,0.5209527015686035,0.34500178911828044,0.3917112350463867,6.66790246963501,1.66,6.63,0.9499371430913205,0.5845408107447603,0.6497971530366834,0.8236173393124065,2.7774551773071288,0.9551569506726457,5.148082923889161
500,4,head_only,669,4385.667432154742,554.2784719107543,0.5790698929101976,0.8058659239627854,0.4415881466921132,0.4932518473512567,0.1271699497636715,1.1170767789522498,4.252855007473841,4.746106854825098,1.1265653762605727,0.36657052942115864,0.32538771130879446,1.5100000000000002,0.4199714660644531,0.27812679871818086,3.007936716079712,5.896872520446777,1.66,6.63,1.4845152123761836,0.5649805897426061,0.6496320569348715,0.8176382660687593,2.9261663818359374,0.9043348281016442,4.0318756103515625
500,4,head_plus_lora,669,4385.667432154742,554.2784719107543,0.5671130908946506,0.7750029209661554,0.49553638305220227,0.4567597886585869,0.11154596658513322,1.0704168165068366,4.252855007473841,4.709614796132429,1.1265653762605727,0.44258530058597007,0.3928625092802433,1.5100000000000002,0.5342450141906738,0.3538046451593866,2.2793736457824707,5.912570476531982,1.66,6.63,1.3474166004592212,0.5543340744434048,0.6312283827419637,0.820627802690583,2.692079391479492,0.9088191330343797,3.884935951232911
