task,budget,fold,method,epoch,weighted_huber
fold4__draw0__n100__head_only__seed42,100,4,head_only,20,0.3041928344622704
fold4__draw0__n100__head_only__seed42,100,4,head_only,21,0.30242318723860695
fold4__draw0__n100__head_only__seed42,100,4,head_only,22,0.3006887160457836
fold4__draw0__n100__head_only__seed42,100,4,head_only,23,0.2990644544277705
fold4__draw0__n100__head_only__seed42,100,4,head_only,24,0.2976596517479919
fold4__draw0__n100__head_only__seed42,100,4,head_only,25,0.29642376438891915
fold4__draw0__n100__head_only__seed42,100,4,head_only,26,0.2952357059962196
fold4__draw0__n100__head_only__seed42,100,4,head_only,27,0.29403687128854017
fold4__draw0__n100__head_only__seed42,100,4,head_only,28,0.29276969271637654
fold4__draw0__n100__head_only__seed42,100,4,head_only,29,0.2914415292540298
fold4__draw0__n100__head_only__seed42,100,4,head_only,30,0.2901163084466134
fold4__draw0__n100__head_only__seed42,100,4,head_only,31,0.2888007654247815
fold4__draw0__n100__head_only__seed42,100,4,head_only,32,0.28751243063592824
fold4__draw0__n100__head_only__seed42,100,4,head_only,33,0.2862230700415296
fold4__draw0__n100__head_only__seed42,100,4,head_only,34,0.2849108407689087
fold4__draw0__n100__head_only__seed42,100,4,head_only,35,0.28359261599615015
fold4__draw0__n100__head_only__seed42,100,4,head_only,36,0.28223548938593335
fold4__draw0__n100__head_only__seed42,100,4,head_only,37,0.28088626778250614
fold4__draw0__n100__head_only__seed42,100,4,head_only,38,0.27958355836075555
fold4__draw0__n100__head_only__seed42,100,4,head_only,39,0.27832263049583617
fold4__draw0__n100__head_only__seed42,100,4,head_only,40,0.2770639910972932
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,1,0.35736689034798985
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,2,0.3435817800591394
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,3,0.33347189822890755
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,4,0.32722730120349297
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,5,0.3243349954664154
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,6,0.3237052080345926
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,7,0.323832519070379
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,8,0.32335467856083255
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,9,0.3216760995247796
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,10,0.3189626119797708
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,11,0.3156863863532635
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,12,0.3123603427902708
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,13,0.30941773519478666
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,14,0.30714651647360824
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,15,0.30550894641044124
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,16,0.3041932433572523
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,17,0.3027515690727114
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,18,0.30095052200658756
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,19,0.298727161919885
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,20,0.2962248360702961
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,21,0.29361318540054526
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,22,0.2910480171776232
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,23,0.2886405564654524
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,24,0.2864368104603372
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,25,0.28427126001142256
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,26,0.2819954596965175
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,27,0.2795753668588077
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,28,0.27700433788202616
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,29,0.2743076606914272
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,30,0.27152151144755976
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,31,0.2688361798861869
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,32,0.26629735446215363
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,33,0.26388714953004744
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,34,0.26157311584976384
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,35,0.25936045945058017
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,36,0.2572239382569011
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,37,0.25510816891406307
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,38,0.25295438291022254
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,39,0.2507448571243174
fold4__draw0__n100__head_plus_lora__seed42,100,4,head_plus_lora,40,0.2485031064522758
fold4__draw0__n500__head_only__seed42,500,4,head_only,1,0.4010417136615039
fold4__draw0__n500__head_only__seed42,500,4,head_only,2,0.3884277985138487
fold4__draw0__n500__head_only__seed42,500,4,head_only,3,0.37963092743370197
fold4__draw0__n500__head_only__seed42,500,4,head_only,4,0.37460983782758683
fold4__draw0__n500__head_only__seed42,500,4,head_only,5,0.3728116592095194
fold4__draw0__n500__head_only__seed42,500,4,head_only,6,0.37305412391867776
fold4__draw0__n500__head_only__seed42,500,4,head_only,7,0.37379209922668144
fold4__draw0__n500__head_only__seed42,500,4,head_only,8,0.3739003156869938
fold4__draw0__n500__head_only__seed42,500,4,head_only,9,0.3729944453704839
fold4__draw0__n500__head_only__seed42,500,4,head_only,10,0.371245935687055
fold4__draw0__n500__head_only__seed42,500,4,head_only,11,0.3690694106938417
fold4__draw0__n500__head_only__seed42,500,4,head_only,12,0.36686969934648417
fold4__draw0__n500__head_only__seed42,500,4,head_only,13,0.36496965331309994
fold4__draw0__n500__head_only__seed42,500,4,head_only,14,0.363555772746218
fold4__draw0__n500__head_only__seed42,500,4,head_only,15,0.3626503914737125
fold4__draw0__n500__head_only__seed42,500,4,head_only,16,0.3621585346362295
fold4__draw0__n500__head_only__seed42,500,4,head_only,17,0.3618786838290411
fold4__draw0__n500__head_only__seed42,500,4,head_only,18,0.36161208577605874
fold4__draw0__n500__head_only__seed42,500,4,head_only,19,0.3612121636362051
fold4__draw0__n500__head_only__seed42,500,4,head_only,20,0.3606173257691889
fold4__draw0__n500__head_only__seed42,500,4,head_only,21,0.3598500073890776
fold4__draw0__n500__head_only__seed42,500,4,head_only,22,0.35897003890277057
fold4__draw0__n500__head_only__seed42,500,4,head_only,23,0.35808483889195397
fold4__draw0__n500__head_only__seed42,500,4,head_only,24,0.357290300558402
fold4__draw0__n500__head_only__seed42,500,4,head_only,25,0.35664772190402516
fold4__draw0__n500__head_only__seed42,500,4,head_only,26,0.3561717598894476
fold4__draw0__n500__head_only__seed42,500,4,head_only,27,0.3558117862151777
fold4__draw0__n500__head_only__seed42,500,4,head_only,28,0.3554939518893673
fold4__draw0__n500__head_only__seed42,500,4,head_only,29,0.35514108243261866
fold4__draw0__n500__head_only__seed42,500,4,head_only,30,0.3547127360832736
fold4__draw0__n500__head_only__seed42,500,4,head_only,31,0.3542033602803729
fold4__draw0__n500__head_only__seed42,500,4,head_only,32,0.35364914698194516
fold4__draw0__n500__head_only__seed42,500,4,head_only,33,0.35308980068958085
fold4__draw0__n500__head_only__seed42,500,4,head_only,34,0.3525766182347181
fold4__draw0__n500__head_only__seed42,500,4,head_only,35,0.35211735386656096
fold4__draw0__n500__head_only__seed42,500,4,head_only,36,0.3517137146321616
fold4__draw0__n500__head_only__seed42,500,4,head_only,37,0.35134800902614316
fold4__draw0__n500__head_only__seed42,500,4,head_only,38,0.35099095317777085
fold4__draw0__n500__head_only__seed42,500,4,head_only,39,0.35061691780035176
fold4__draw0__n500__head_only__seed42,500,4,head_only,40,0.35020809023083643
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,1,0.4010417136615039
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,2,0.38809336581865517
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,3,0.3791401578538096
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,4,0.3741628472640972
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,5,0.37254610227300944
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,6,0.37287700650585975
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,7,0.3734244503618882
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,8,0.37309704138066024
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,9,0.3716773924672694
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,10,0.3694876070892342
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,11,0.36698834503157673
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,12,0.3646043658886633
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,13,0.36261240998585326
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,14,0.36113301927301134
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,15,0.3601365820347697
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,16,0.35945935588440925
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,17,0.3588790126910588
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,18,0.3582067433796574
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,19,0.35732152602431544
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,20,0.35619294642267685
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,21,0.35487779961668764
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,22,0.35346106017578993
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,23,0.35206112295897896
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,24,0.35075471061587415
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,25,0.3495613125171393
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,26,0.3484500089786735
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,27,0.34735126217290624
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,28,0.34618759407227206
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,29,0.34489969267599596
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,30,0.3434722295370656
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,31,0.3419516234610099
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,32,0.3403819060114941
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,33,0.3387946938715416
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,34,0.3372289955487895
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,35,0.3356739313203221
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,36,0.33409826805453063
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,37,0.3324617997343311
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,38,0.33073608211735284
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,39,0.3289260007120644
fold4__draw0__n500__head_plus_lora__seed42,500,4,head_plus_lora,40,0.3270269497979861
