budget,method,record_id,fit_similarity,abs_change,top20
100,head_only,nesso_a706ba271e3efd299a4b,0.1323529411764706,0.6392240524292001,False
100,head_only,nesso_ee277cabea2cd7dd5c40,0.28205128205128205,0.638124942779541,False
100,head_only,nesso_198f328de45b84dc7e4f,0.17567567567567569,0.6353201866149902,False
100,head_only,nesso_fa5d4a7529e05796e25e,0.20270270270270271,0.6347570419311523,False
100,head_only,nesso_c8922b4844a6370da6dc,0.3333333333333333,0.6343815326690674,False
100,head_only,nesso_61be6fadc83944f04580,0.19047619047619047,0.6318187713623047,False
100,head_only,nesso_b59a9f76919343f78798,0.1875,0.6301093101501465,False
100,head_only,nesso_5f3a5923d9b49c28abbc,0.25301204819277107,0.6277780532836914,False
100,head_only,nesso_369d05fc5ecc88166bfe,0.24561403508771928,0.6274423599243164,False
100,head_only,nesso_637c28a218ae75f6be81,0.30158730158730157,0.6256904602050781,False
100,head_only,nesso_3d2226671f8e509a68b1,0.2033898305084746,0.6250476837158203,False
100,head_only,nesso_937fb9c0d6a3a58f102a,0.21875,0.6244349479675293,False
100,head_only,nesso_a9ff66dda2a0b48f97c2,0.13157894736842105,0.6232829093933105,False
100,head_only,nesso_1b9c6ecebd642181dc94,0.22580645161290322,0.6230180263519287,False
100,head_only,nesso_c6de6dcfd9dbe10d8e0e,0.18421052631578946,0.6229119300842285,False
100,head_only,nesso_ca244636b95ed6060cdc,0.19230769230769232,0.6228287220001225,False
100,head_only,nesso_ded05895adbf3f231864,0.2597402597402597,0.6205902099609375,False
100,head_only,nesso_fe29f30f066115dfe74e,0.18181818181818182,0.6162338256835938,False
100,head_only,nesso_74e8b2ae520d684d11f2,0.20634920634920634,0.6135432720184326,False
100,head_only,nesso_3f118025c4e422c19032,0.24096385542168675,0.6128020286560059,False
100,head_only,nesso_06f2f9e4c8ea4b5fd272,0.22727272727272727,0.6127226352691646,False
100,head_only,nesso_44c4ab521d596e549457,0.2,0.6117920875549316,False
100,head_only,nesso_e5b1b29c1ab0625b9a68,0.18518518518518517,0.6117143630981436,False
100,head_only,nesso_864c5862e1a453d65ecd,0.25,0.6116495132446289,False
100,head_only,nesso_493e94c5b6eaf3fa2f9a,0.2222222222222222,0.6114401817321782,False
100,head_only,nesso_91bf72af75f9c47eee95,0.23376623376623376,0.6112875938415527,False
100,head_only,nesso_ab0a79a156d9ac237efc,0.21818181818181817,0.6106905937194824,False
100,head_only,nesso_9230969a695df1f787f3,0.2777777777777778,0.6105592250823975,False
100,head_only,nesso_13533ecfb0b0aa8f3b94,0.19047619047619047,0.6099135875701904,False
100,head_only,nesso_5ef5fef234fae98d5d5f,0.15384615384615385,0.6070270538330078,False
100,head_only,nesso_5c8c4eb8326b9b00437b,0.3484848484848485,0.6058814525604244,False
100,head_only,nesso_90a316955dd2236da7ed,0.2,0.6055030822753906,False
100,head_only,nesso_c6ce0f1303c0cfe2f9b5,0.2727272727272727,0.6048169136047363,False
100,head_only,nesso_32333e01ddab6cf76565,0.18666666666666668,0.602989673614502,False
100,head_only,nesso_fa20ac63ad4a118346df,0.20689655172413793,0.6028122901916504,False
100,head_only,nesso_c4067126deb7ff4c9ef7,0.24489795918367346,0.6028103828430176,False
100,head_only,nesso_9474265283cdf1ed4429,0.21428571428571427,0.602806568145752,False
100,head_only,nesso_d8450d09ab13862a4ee5,0.1794871794871795,0.6019926071166992,False
100,head_only,nesso_ad7fd0e8946fd313dcad,0.2236842105263158,0.601787805557251,False
100,head_only,nesso_5d399d03ae621a79c307,0.23809523809523808,0.6009054183959961,False
100,head_only,nesso_9d57abaedb1a79a3c76f,0.2125,0.5998964309692383,False
100,head_only,nesso_1b8fd5462e287c9ea4bd,0.21428571428571427,0.5985321998596191,False
100,head_only,nesso_86da600f8a3e97fad0d8,0.2537313432835821,0.598487377166748,False
100,head_only,nesso_1901cac55e1e65936b39,0.2028985507246377,0.5976877212524423,False
100,head_only,nesso_61264eea38d5827fd50f,0.17543859649122806,0.5973095893859863,False
100,head_only,nesso_bd1b1b6528da42070d9a,0.2,0.5966668128967285,False
100,head_only,nesso_6864a1f37539a9ea29c3,0.18461538461538463,0.596437931060791,False
100,head_only,nesso_d8af0642aa32ed64ce86,0.22666666666666666,0.5959911346435547,False
100,head_only,nesso_e07b61eb15b8b1dd431d,0.23529411764705882,0.5958690643310547,False
100,head_only,nesso_47cb4771f4e72f363b4a,0.25396825396825395,0.5956392288208012,False
100,head_only,nesso_d0534da28d0600c2a7e6,0.25,0.5947480201721191,False
100,head_only,nesso_e9c98e15f63e654fee85,0.23684210526315788,0.5931153297424316,False
100,head_only,nesso_fb88f8719a8699e71f51,0.21311475409836064,0.593043327331543,False
100,head_only,nesso_875b4d1bdc659ae44bef,0.24444444444444444,0.5907044410705566,False
100,head_only,nesso_5992971ee3720b74b24f,0.24193548387096775,0.5874595642089844,False
100,head_only,nesso_4f01d9a62c80fae691f2,0.21666666666666667,0.5864861011505123,False
100,head_only,nesso_bda4d9b5ff9ee0a7fbf5,0.24,0.5862619876861572,False
100,head_only,nesso_896cf0d6501b86166abf,0.25,0.5851702690124512,False
100,head_only,nesso_4300bc91f6339e238e2f,0.21875,0.5838968753814688,False
100,head_only,nesso_be3daea1a7c054eefbf1,0.32558139534883723,0.583155632019043,False
100,head_only,nesso_75ccce3bf8269a823b87,0.3333333333333333,0.5813555717468262,False
100,head_only,nesso_ce1c60c6397039eb5082,0.25675675675675674,0.5809922218322754,False
100,head_only,nesso_923ed243f1d2e53d88cb,0.16666666666666666,0.5809812545776376,False
100,head_only,nesso_405fba9a7fc6ba059b01,0.21052631578947367,0.580817699432373,False
100,head_only,nesso_14eedecdc031e26359e7,0.23863636363636365,0.5802340507507324,False
100,head_only,nesso_1981aac7e8ba821e7414,0.19480519480519481,0.5797128677368164,False
100,head_only,nesso_1fc239551f46d29a4378,0.29577464788732394,0.5764117240905766,False
100,head_only,nesso_65e963f0645b31a98210,0.25,0.5722160339355469,False
100,head_only,nesso_53a4ef0199b4ff37a181,0.21875,0.570992946624755,False
100,head_only,nesso_512841655473faa7322c,0.2222222222222222,0.5696463584899902,False
100,head_only,nesso_9ea35afbd018673f2c2b,0.23809523809523808,0.5693936347961426,False
100,head_only,nesso_b0ff6deee1b634b932c3,0.2073170731707317,0.5678210258483887,False
100,head_only,nesso_d2e478a41306b8180a69,0.22535211267605634,0.5671172142028809,False
100,head_only,nesso_83e85b68ff986119665b,0.2054794520547945,0.5659916400909424,False
100,head_only,nesso_5d01efcc6f27977344fe,0.2857142857142857,0.5630254745483398,False
100,head_only,nesso_893fb2efa16faaed02f5,0.21818181818181817,0.5629487037658691,False
100,head_only,nesso_489a9805e538da000e7c,0.22988505747126436,0.5620226860046387,False
100,head_only,nesso_1cbaac6b01530f9a7bb4,0.28125,0.5620074272155753,False
100,head_only,nesso_619d80dc469a385b49e3,0.2,0.5617527961730957,False
