feature_coordinate,PC1,PC2,PC3,PC4,PC5
0,0.00043833706911820754,0.001189281421444233,-0.0017037184382601585,0.0009031227111775999,0.000929674245183431
1,0.012152207971816487,0.026605406276986043,-0.028123867802774094,0.013828227000125315,0.018767882181870282
2,0.12002283489892618,-0.10462633154504442,-0.03340879268151292,0.058432338725035574,-0.0417038828843192
3,-2.7755575615628914e-17,5.551115123125783e-16,1.4988010832439613e-15,-9.43689570931383e-16,-1.4710455076283324e-15
4,0.03721270989710657,0.0769687385906259,-0.07328088924644371,0.033365081967400234,0.04987557970493567
5,0.017316908068402425,0.032837894000118724,-0.023525934495963463,0.009959227834547002,0.01363720512714961
6,0.004286689635744819,0.010286614897085142,-0.011957095553846053,0.006535730651203275,0.008374868677863578
7,-0.0032206443699011465,0.011217549197846262,0.02560693499940557,0.006860024354148342,-0.0036393146068059434
8,0.009461463633178986,0.018637043244966196,-0.013279472166644282,0.004922052896896734,0.007961515855611445
9,-0.007623060366688181,0.08694730794082335,0.027007490943758886,0.018894750412103097,-0.06531037041787485
10,0.0,-0.0,5.421010862427522e-20,-1.3010426069826053e-18,-1.734723475976807e-18
11,-0.006322111675258421,0.00295281040367868,0.1595952812429732,0.014213175454062837,0.21972374655927013
12,0.10991862440290599,0.06880164044938383,0.05148055829379058,-0.024995143602913484,-0.03586139172338196
13,-3.389636702121535e-32,-1.1093356479670479e-31,-0.0,0.0,0.0
14,1.1093356479670479e-31,-7.1490519535654195e-31,3.2311742677852644e-27,0.0,-1.6543612251060553e-24
15,0.046951753459393425,0.07148969709361896,-0.007343802320114747,0.007633022036117227,-0.018118778378269453
16,0.10480529768373703,-0.05945560683502247,-0.0016582580328521712,0.013604235253582623,-0.024959896351863756
17,0.012885458254895652,0.02742623959271667,-0.02771251427408671,0.013613479453526358,0.018125047242166743
18,0.0021214226413573756,0.0056677836990788035,-0.00790327558658711,0.0041949924444475515,0.004544734099784849
19,-9.826185582571325e-05,0.0004886764127144755,0.0018134144675094933,0.0004243080008818944,0.0006843818426943781
20,0.02681176162733888,0.04340536152634775,-0.025054888547085506,0.006870525140012729,0.01043140605888274
21,0.009237439559292869,0.021129794784504073,-0.02262174811951567,0.012173090439048512,0.017067885432659163
22,0.008395842918730214,0.019511712870317766,-0.022513977145209713,0.011797930806347895,0.014840206867734908
23,0.023424853026845882,0.07662117724745554,0.05739711424769031,0.012591602342396533,-0.08768775877291242
24,0.008623626438155178,0.02026373213897309,-0.02296535512796217,0.012629294171959276,0.01682827109819565
25,0.000370128083748826,0.001004219092039653,-0.0014386053227698052,0.000762589116979441,0.0007850090059063415
26,0.0,-0.0,-0.0,0.0,0.0
27,0.023759779992638817,0.0486106596736566,-0.04659932038387754,0.021201793420319665,0.028998078280144536
28,0.015412282764163777,0.030386308941930205,-0.026581725236592264,0.012379624305397751,0.016514345249177928
29,7.192850478347817e-05,0.006841240588035998,0.028838833852119067,-0.013341462859992213,0.032919920575758856
30,0.0,-0.0,-0.0,0.0,0.0
31,0.009917423626777607,0.02212391660698229,-0.023447337531111976,0.012158854423313981,0.016718025204041365
32,0.030042331596391345,0.054394116397087466,0.01947556345213454,0.003079574769892163,-0.03428842389816214
33,0.0,-0.0,-0.0,0.0,0.0
34,0.0,-0.0,-0.0,0.0,0.0
35,-0.008826110981175443,0.02804550483950122,0.06646299273933678,0.0017877323667007002,0.027945762327522407
36,0.00895559623704008,0.02163711137321606,-0.025434209749391878,0.01390984540295715,0.018273712100815135
37,0.03210260037589745,0.06280899276114232,-0.057024991672523895,0.023643522591881426,0.032252230656579395
38,0.008125439830814473,-0.0031410215095470694,0.09524251016536404,-0.012830269710515067,0.16147880540014506
39,0.01579122895823269,0.031367020836237276,0.0643995154857795,-0.01940022554621074,0.024962478404794413
40,-0.010597643569521899,-0.005026683061201698,0.058725968149447985,0.061667543144174816,0.011350133250435972
