feature_coordinate,mean
705,0.25422338978498815
706,0.020750988686443907
707,0.5888596178092615
708,0.004993408227686962
709,0.42240246473677884
710,0.003113809426016571
711,0.023587389024749897
712,0.0015186528523751137
713,0.00430908269008274
714,0.009129563270751654
715,0.0
716,0.0
717,0.2944793456031286
718,0.5578959195152745
719,0.0013730044801982396
720,0.008981624785275978
721,0.25861851652553886
722,0.00039988616314320046
723,0.09110500258126221
724,0.03727545334264618
725,0.016159888138575704
726,0.001198552587876123
727,0.0011597435256359323
728,0.4045136121879265
729,0.021787347878066545
730,0.00960628740248854
731,0.42904678723244577
732,0.281644228806844
733,0.8590020220392521
734,0.3355533133080434
735,0.38161260511895473
736,0.026413031816972715
737,0.17617192481194385
738,0.06472328230493556
739,0.1591624446796993
740,0.00030494636062835677
741,0.001207771486018976
742,0.004171616326500639
743,0.21905206905401636
744,0.5804058706285388
745,0.009179832256715478
746,0.00905653272207345
747,0.010984089622122535
748,0.0010745454675397661
749,0.2114186766679938
750,0.21902715416210725
751,0.0006958496028281143
752,0.1076831664292935
753,0.031646769172979886
754,0.030877847587088187
755,0.1646601571300419
756,0.01095836768266589
757,0.15760406120955994
758,0.056693353488568986
759,0.06856829311050314
760,0.1709292676783296
761,0.07991920667533366
762,0.36807840917026624
763,0.0039717871985402685
764,0.45342034118419344
765,0.05859561531434647
766,0.1711003817216845
767,0.033619860757552265
