false_positive_rate,true_positive_rate,score_threshold,cohort,threshold,curve,recall,precision
0.138996138996139,0.25259965337954937,0.3478955626487732,development_all,4.0,roc,,
0.138996138996139,0.25433275563258234,0.3475006818771362,development_all,4.0,roc,,
0.13996138996138996,0.25433275563258234,0.3474469482898712,development_all,4.0,roc,,
0.13996138996138996,0.25736568457538994,0.3457570672035217,development_all,4.0,roc,,
0.14092664092664092,0.25736568457538994,0.3456772565841675,development_all,4.0,roc,,
0.14092664092664092,0.2595320623916811,0.3439615964889526,development_all,4.0,roc,,
0.14189189189189189,0.2595320623916811,0.343782901763916,development_all,4.0,roc,,
0.14189189189189189,0.26299826689774697,0.3425225019454956,development_all,4.0,roc,,
0.1438223938223938,0.26299826689774697,0.3419166505336761,development_all,4.0,roc,,
0.1438223938223938,0.26559792027729634,0.3410373330116272,development_all,4.0,roc,,
0.14478764478764478,0.26559792027729634,0.3409914672374725,development_all,4.0,roc,,
0.14478764478764478,0.26646447140381285,0.3402591645717621,development_all,4.0,roc,,
0.14575289575289574,0.26646447140381285,0.3401752710342407,development_all,4.0,roc,,
0.14575289575289574,0.26819757365684577,0.3398380577564239,development_all,4.0,roc,,
0.14671814671814673,0.26819757365684577,0.3397177457809448,development_all,4.0,roc,,
0.14671814671814673,0.27079722703639514,0.3378456532955169,development_all,4.0,roc,,
0.1476833976833977,0.27079722703639514,0.3377300500869751,development_all,4.0,roc,,
0.1476833976833977,0.2716637781629116,0.3374916017055511,development_all,4.0,roc,,
0.14864864864864866,0.2716637781629116,0.3373904228210449,development_all,4.0,roc,,
0.14864864864864866,0.27469670710571925,0.3353778123855591,development_all,4.0,roc,,
0.14961389961389962,0.27469670710571925,0.3351489305496216,development_all,4.0,roc,,
0.14961389961389962,0.2768630849220104,0.3339107036590576,development_all,4.0,roc,,
0.15057915057915058,0.2768630849220104,0.333416223526001,development_all,4.0,roc,,
0.15057915057915058,0.28422876949740034,0.3295090794563293,development_all,4.0,roc,,
0.15154440154440155,0.28422876949740034,0.3294422328472137,development_all,4.0,roc,,
0.15154440154440155,0.2876949740034662,0.3275265097618103,development_all,4.0,roc,,
0.1525096525096525,0.2876949740034662,0.3274686336517334,development_all,4.0,roc,,
0.1525096525096525,0.29246100519930673,0.325296014547348,development_all,4.0,roc,,
0.15444015444015444,0.29246100519930673,0.3250745236873626,development_all,4.0,roc,,
0.15444015444015444,0.2972270363951473,0.3236552774906158,development_all,4.0,roc,,
0.1554054054054054,0.2972270363951473,0.3235963881015777,development_all,4.0,roc,,
0.1554054054054054,0.2989601386481802,0.3225830197334289,development_all,4.0,roc,,
0.15637065637065636,0.2989601386481802,0.3225723505020141,development_all,4.0,roc,,
0.15637065637065636,0.30155979202772965,0.3204984664916992,development_all,4.0,roc,,
0.15733590733590733,0.30155979202772965,0.3204738795757293,development_all,4.0,roc,,
0.15733590733590733,0.3037261698440208,0.3199418783187866,development_all,4.0,roc,,
